0.138469667,0.149019608,0.133333333,0.137254902,1
0.162065504,0.17254902,0.160784314,0.141176471,1
0.193335355,0.207843137,0.196078431,0.141176471,1
0.235856344,0.254901961,0.239215686,0.168627451,1
0.297985177,0.321568627,0.301960784,0.215686275,1
0.379722595,0.443137255,0.368627451,0.270588235,1
0.496517839,0.568627451,0.482352941,0.380392157,1
0.170186658,0.184313725,0.168627451,0.141176471,1
0.201559207,0.215686275,0.2,0.17254902,1
0.236515076,0.258823529,0.235294118,0.184313725,1
0.271748962,0.305882353,0.270588235,0.188235294,1
0.318747553,0.364705882,0.317647059,0.203921569,1
0.351341802,0.454901961,0.333333333,0.17254902,1
0.420461957,0.537254902,0.4,0.219607843,1
0.509697329,0.62745098,0.48627451,0.321568627,1
0.196387343,0.239215686,0.192156863,0.105882353,1
0.242147952,0.329411765,0.219607843,0.129411765,1
0.278832152,0.384313725,0.254901961,0.125490196,1
0.308736621,0.42745098,0.282352941,0.133333333,1
0.341390361,0.470588235,0.31372549,0.145098039,1
0.357143803,0.521568627,0.317647059,0.129411765,1
0.371253105,0.541176471,0.329411765,0.141176471,1
0.409955225,0.580392157,0.364705882,0.196078431,1
0.512810291,0.682352941,0.466666667,0.305882353,1
0.638553802,0.784313725,0.6,0.454901961,1
0.229984024,0.301960784,0.223529412,0.074509804,1
0.278367988,0.439215686,0.235294118,0.078431373,1
0.322321527,0.51372549,0.274509804,0.066666667,1
0.353567418,0.556862745,0.301960784,0.08627451,1
0.373048604,0.588235294,0.317647059,0.094117647,1
0.37309107,0.596078431,0.31372549,0.094117647,1
0.369550217,0.592156863,0.305882353,0.11372549,1
0.376432647,0.6,0.309803922,0.133333333,1
0.43267603,0.654901961,0.364705882,0.2,1
0.532013459,0.709803922,0.482352941,0.321568627,1
0.232818227,0.317647059,0.219607843,0.078431373,1
0.299383679,0.458823529,0.258823529,0.090196078,1
0.353694076,0.545098039,0.305882353,0.098039216,1
0.385387108,0.588235294,0.333333333,0.121568627,1
0.409237003,0.623529412,0.352941176,0.137254902,1
0.401436332,0.623529412,0.341176471,0.129411765,1
0.381357389,0.611764706,0.31372549,0.125490196,1
0.35480069,0.584313725,0.28627451,0.105882353,1
0.365157548,0.596078431,0.294117647,0.125490196,1
0.424663026,0.615686275,0.37254902,0.192156863,1
0.547143701,0.717647059,0.498039216,0.352941176,1
0.230794114,0.321568627,0.215686275,0.070588235,1
0.309571413,0.474509804,0.266666667,0.098039216,1
0.369422817,0.568627451,0.317647059,0.11372549,1
0.40386512,0.611764706,0.349019608,0.141176471,1
0.424923277,0.639215686,0.368627451,0.152941176,1
0.417165073,0.647058824,0.352941176,0.145098039,1
0.39732168,0.631372549,0.329411765,0.133333333,1
0.362921844,0.596078431,0.294117647,0.105882353,1
0.355972988,0.588235294,0.28627451,0.105882353,1
0.39109724,0.592156863,0.337254902,0.141176471,1
0.407992085,0.607843137,0.345098039,0.207843137,1
0.505988835,0.698039216,0.447058824,0.305882353,1
0.23544084,0.329411765,0.219607843,0.070588235,1
0.318586848,0.48627451,0.274509804,0.105882353,1
0.377265954,0.576470588,0.325490196,0.121568627,1
0.411261116,0.619607843,0.356862745,0.145098039,1
0.427715014,0.647058824,0.368627451,0.156862745,1
0.421811799,0.654901961,0.356862745,0.145098039,1
0.409811543,0.647058824,0.341176471,0.141176471,1
0.380505574,0.619607843,0.309803922,0.117647059,1
0.365713581,0.603921569,0.294117647,0.109803922,1
0.378523185,0.596078431,0.317647059,0.121568627,1
0.353410608,0.564705882,0.28627451,0.145098039,1
0.423956376,0.62745098,0.360784314,0.215686275,1
0.519203855,0.717647059,0.458823529,0.309803922,1
0.331076711,0.501960784,0.28627451,0.11372549,1
0.392952229,0.592156863,0.341176471,0.137254902,1
0.416802124,0.62745098,0.360784314,0.152941176,1
0.428887313,0.650980392,0.368627451,0.156862745,1
0.429207796,0.662745098,0.364705882,0.149019608,1
0.426222975,0.666666667,0.356862745,0.152941176,1
0.389073869,0.631372549,0.317647059,0.121568627,1
0.357018629,0.603921569,0.282352941,0.094117647,1
0.364776833,0.596078431,0.298039216,0.101960784,1
0.341966385,0.564705882,0.270588235,0.125490196,1
0.366625628,0.584313725,0.298039216,0.149019608,1
0.42932826,0.639215686,0.364705882,0.211764706,1
0.345911171,0.525490196,0.298039216,0.121568627,1
0.401073383,0.603921569,0.349019608,0.137254902,1
0.423750979,0.635294118,0.368627451,0.152941176,1
0.4319146,0.654901961,0.37254902,0.152941176,1
0.433171831,0.674509804,0.364705882,0.152941176,1
0.432084466,0.68627451,0.356862745,0.152941176,1
0.419189928,0.678431373,0.341176471,0.141176471,1
0.401926681,0.666666667,0.321568627,0.121568627,1
0.373732036,0.619607843,0.305882353,0.078431373,1
0.358529175,0.6,0.282352941,0.117647059,1
0.35388245,0.592156863,0.278431373,0.117647059,1
0.351537853,0.584313725,0.278431373,0.117647059,1
0.406312414,0.615686275,0.345098039,0.17254902,1
0.336938202,0.521568627,0.28627451,0.11372549,1
0.401115849,0.611764706,0.345098039,0.137254902,1
0.427715014,0.647058824,0.368627451,0.156862745,1
0.431957066,0.662745098,0.368627451,0.152941176,1
0.434579679,0.674509804,0.368627451,0.145098039,1
0.437456349,0.698039216,0.360784314,0.149019608,1
0.429208538,0.698039216,0.349019608,0.137254902,1
0.405274451,0.682352941,0.321568627,0.109803922,1
0.381938123,0.647058824,0.305882353,0.078431373,1
0.372789836,0.635294118,0.290196078,0.109803922,1
0.356783079,0.607843137,0.278431373,0.101960784,1
0.332486043,0.57254902,0.258823529,0.082352941,1
